epoch,loss,sce,mse,lambda_ce,lr,grad_norm
77,0.35757217,0.35757217,0,1,0.00012823532,39.29222
78,0.30172282,0.30172282,0,1,0.000121961115,68.324776
79,0.2883906,0.2883906,0,1,0.00011590094,54.102573
80,0.25817087,0.25817087,0,1,0.000110063316,57.679405
81,0.3523872,0.3523872,0,1,0.00010445637,43.715847
82,0.2285917,0.2285917,0,1,0.00009908792,38.692047
83,0.23053728,0.23053728,0,1,0.000093965515,31.98592
84,0.31949112,0.31949112,0,1,0.00008909624,32.337452
85,0.20542951,0.20542951,0,1,0.000084487045,36.653824
86,0.25582245,0.25582245,0,1,0.000080144266,32.200768
87,0.21571909,0.21571909,0,1,0.00007607404,30.580784
88,0.21912546,0.21912546,0,1,0.00007228201,33.06589
89,0.27950776,0.27950776,0,1,0.000068773494,29.993868
90,0.23722991,0.23722991,0,1,0.000065553395,29.915483
91,0.23172481,0.23172481,0,1,0.000031313117,34.782463
92,0.23215735,0.23215735,0,1,0.000029998057,27.99752
93,0.1687707,0.1687707,0,1,0.000028833347,38.59913
94,0.18664566,0.18664566,0,1,0.000027820612,25.936646
95,0.20919955,0.20919955,0,1,0.000026961272,23.93604
96,0.22572544,0.22572544,0,1,0.00002625653,32.875233
97,0.19780542,0.19780542,0,1,0.00002570738,28.233835
98,0.22949234,0.22949234,0,1,0.000025314577,29.84221
99,0.1613397,0.1613397,0,1,0.000012539335,31.336338
