epoch,loss,sce,mse,lambda_ce,lr,grad_norm
55,0.72599584,0.72599584,0,1,0.000300192,100.64831
56,0.7036744,0.7036744,0,1,0.00029181427,89.824974
57,0.60709316,0.60709316,0,1,0.00028341304,79.470345
58,0.6323379,0.6323379,0,1,0.000275,73.731064
59,0.56047636,0.56047636,0,1,0.000266587,76.8246
60,0.48745385,0.48745385,0,1,0.00025818573,83.699066
61,0.46099442,0.46099442,0,1,0.00024980798,73.85255
62,0.42340076,0.42340076,0,1,0.0002414655,87.717224
63,0.38761306,0.38761306,0,1,0.00023316989,80.31832
64,0.35964894,0.35964894,0,1,0.0002249328,93.08325
65,0.32058248,0.32058248,0,1,0.0002167657,86.01279
66,0.30625543,0.30625543,0,1,0.00020868008,93.93399
67,0.2797684,0.2797684,0,1,0.00020068718,78.1095
68,0.25688782,0.25688782,0,1,0.00019279827,81.30134
69,0.28146031,0.28146031,0,1,0.0001850243,71.81862
70,0.21530452,0.21530452,0,1,0.00017737615,103.910484
71,0.25219035,0.25219035,0,1,0.00016986458,78.42381
72,0.2544933,0.2544933,0,1,0.00016249999,68.674286
73,0.17905597,0.17905597,0,1,0.00015529277,56.746593
74,0.16963542,0.16963542,0,1,0.00014825299,48.297955
75,0.14765765,0.14765765,0,1,0.00014139045,73.16481
76,0.15048076,0.15048076,0,1,0.00013471479,75.13957
77,0.18475239,0.18475239,0,1,0.00012823532,64.71883
78,0.13638037,0.13638037,0,1,0.000121961115,66.666275
79,0.1833409,0.1833409,0,1,0.00011590094,54.027927
80,0.15502445,0.15502445,0,1,0.000110063316,45.811363
81,0.15399165,0.15399165,0,1,0.00010445637,52.288498
82,0.12771648,0.12771648,0,1,0.00009908792,56.206455
83,0.12687069,0.12687069,0,1,0.000093965515,72.64284
84,0.12997958,0.12997958,0,1,0.00008909624,49.859898
85,0.099655904,0.099655904,0,1,0.000084487045,46.15592
86,0.15540479,0.15540479,0,1,0.000080144266,62.17271
87,0.14594342,0.14594342,0,1,0.00007607404,50.608433
88,0.13844979,0.13844979,0,1,0.00007228201,49.985027
89,0.1183719,0.1183719,0,1,0.000068773494,32.33959
90,0.15153494,0.15153494,0,1,0.000065553395,76.149506
91,0.08831024,0.08831024,0,1,0.000031313117,28.962526
92,0.13154098,0.13154098,0,1,0.000029998057,111.82274
93,0.0752866,0.0752866,0,1,0.000028833347,71.605125
94,0.12766853,0.12766853,0,1,0.000027820612,52.517582
95,0.11000712,0.11000712,0,1,0.000026961272,88.38731
96,0.15319811,0.15319811,0,1,0.00002625653,100.047966
97,0.11265026,0.11265026,0,1,0.00002570738,28.935944
98,0.087144926,0.087144926,0,1,0.000025314577,59.755974
99,0.11952197,0.11952197,0,1,0.000012539335,41.881916
