epoch,loss,sce,mse,lambda_ce,lr,grad_norm
72,0.38418904,0.38418904,0,1,0.00016249999,157.30557
73,0.36977062,0.36977062,0,1,0.00015529277,87.711494
74,0.31703946,0.31703946,0,1,0.00014825299,88.521255
75,0.3231215,0.3231215,0,1,0.00014139045,92.88776
76,0.36509904,0.36509904,0,1,0.00013471479,74.23983
77,0.31301957,0.31301957,0,1,0.00012823532,65.01407
78,0.2978912,0.2978912,0,1,0.000121961115,102.935234
79,0.2824541,0.2824541,0,1,0.00011590094,73.67446
80,0.31734994,0.31734994,0,1,0.000110063316,70.473206
81,0.26405707,0.26405707,0,1,0.00010445637,56.08339
82,0.2155383,0.2155383,0,1,0.00009908792,82.37529
83,0.2568532,0.2568532,0,1,0.000093965515,65.535866
84,0.209935,0.209935,0,1,0.00008909624,66.98701
85,0.23719019,0.23719019,0,1,0.000084487045,57.304302
86,0.22656116,0.22656116,0,1,0.000080144266,63.42813
87,0.2557125,0.2557125,0,1,0.00007607404,54.20351
88,0.20165831,0.20165831,0,1,0.00007228201,48.081917
89,0.21894577,0.21894577,0,1,0.000068773494,53.869553
90,0.18989623,0.18989623,0,1,0.000065553395,55.85025
91,0.255871,0.255871,0,1,0.00006262623,55.533604
92,0.22398524,0.22398524,0,1,0.000059996113,58.73198
93,0.2432915,0.2432915,0,1,0.000057666693,50.618023
94,0.21932669,0.21932669,0,1,0.000055641223,57.902916
95,0.22591671,0.22591671,0,1,0.000053922544,51.563576
96,0.25640544,0.25640544,0,1,0.00002625653,54.027813
97,0.2263268,0.2263268,0,1,0.00002570738,60.745693
98,0.19314869,0.19314869,0,1,0.000025314577,49.134186
99,0.16804667,0.16804667,0,1,0.00002507867,57.440037
