epoch,loss,sce,mse,lambda_ce,lr,grad_norm
50,2.5135703,2.5135703,0,1,0.00034131992,164.65007
51,2.467375,2.467375,0,1,0.0003332343,175.55336
52,2.3963592,2.3963592,0,1,0.00032506723,159.03716
53,2.361615,2.361615,0,1,0.00031683012,163.85216
54,2.4100423,2.4100423,0,1,0.0003085345,175.04959
55,2.4045422,2.4045422,0,1,0.000300192,188.63171
56,2.36313,2.36313,0,1,0.00029181427,169.95236
57,2.2832658,2.2832658,0,1,0.00028341304,191.9282
58,2.200118,2.200118,0,1,0.000275,8545.734
59,2.2681766,2.2681766,0,1,0.000266587,510.51337
60,2.2854226,2.2854226,0,1,0.00025818573,726.7487
61,2.2089765,2.2089765,0,1,0.00024980798,175.43704
62,2.2116747,2.2116747,0,1,0.0002414655,164.67632
63,2.1886263,2.1886263,0,1,0.00023316989,168.79689
64,2.1910975,2.1910975,0,1,0.0002249328,249.58261
65,2.122948,2.122948,0,1,0.0002167657,175.10585
66,2.1384335,2.1384335,0,1,0.00020868008,207.5909
67,2.0942042,2.0942042,0,1,0.00020068718,166.58617
68,2.071111,2.071111,0,1,0.00019279827,257.4342
69,2.1300972,2.1300972,0,1,0.0001850243,203.33244
70,2.1063359,2.1063359,0,1,0.00017737615,266.08353
71,2.100179,2.100179,0,1,0.00016986458,163.3812
72,2.0391762,2.0391762,0,1,0.00016249999,156.31897
73,1.9860451,1.9860451,0,1,0.00015529277,159.489
74,2.011228,2.011228,0,1,0.00014825299,203.66019
75,1.9564037,1.9564037,0,1,0.00014139045,158.62991
76,2.0399387,2.0399387,0,1,0.00013471479,164.15767
77,2.0015347,2.0015347,0,1,0.00012823532,157.41356
78,1.9845454,1.9845454,0,1,0.000121961115,443.6566
79,1.9974767,1.9974767,0,1,0.00011590094,166.2567
80,2.0851421,2.0851421,0,1,0.000110063316,172.78423
81,2.0536778,2.0536778,0,1,0.000052228184,218.75826
82,1.9613407,1.9613407,0,1,0.00004954396,175.7497
83,2.0456133,2.0456133,0,1,0.000046982757,183.0679
84,2.0212753,2.0212753,0,1,0.00004454812,165.01614
85,1.9675817,1.9675817,0,1,0.000042243522,282.075
86,1.9582256,1.9582256,0,1,0.000020036066,161.63965
87,2.0132694,2.0132694,0,1,0.00001901851,158.24474
88,1.9865092,1.9865092,0,1,0.000018070503,168.66708
89,1.9639415,1.9639415,0,1,0.000017193373,194.3548
90,2.0269597,2.0269597,0,1,0.000016388349,342.78412
91,2.0407612,2.0407612,0,1,0.000007828279,168.14317
92,2.0648713,2.0648713,0,1,0.000007499514,174.93973
93,2.0226748,2.0226748,0,1,0.0000072083367,166.10939
94,2.038606,2.038606,0,1,0.000006955153,216.63672
95,2.0444317,2.0444317,0,1,0.000006740318,168.75276
96,2.0545437,2.0545437,0,1,0.000005251306,250.09532
97,2.006565,2.006565,0,1,0.0000051414763,178.64001
98,2.0901096,2.0901096,0,1,0.0000050629155,509.88898
99,2.0195246,2.0195246,0,1,0.000005015734,197.63686
